topic,pmid,human
CD009551,24142380,0
CD009551,24152260,0
CD009551,24164706,0
CD009551,24166184,0
CD009551,24184309,0
CD009551,24237760,0
CD009551,24252827,0
CD009551,24268295,0
CD009551,24290653,0
CD009551,24291925,0
CD009551,24294264,0
CD009551,24309908,0
CD009551,24313443,0
CD009551,24323289,0
CD009551,24351905,0
CD009551,24367682,0
CD009551,24368426,0
CD009551,24375164,0
CD009551,24376003,0
CD009551,24384382,0
CD009551,24391918,0
CD009551,24392732,0
CD009551,24409765,0
CD009551,24418238,0
CD009551,24440682,0
CD009551,24442359,0
CD009551,24457303,0
CD009551,24459772,0
CD009551,24462974,0
CD009551,24464080,0
CD009551,24491293,0
CD009551,24493565,0
CD009551,24535743,0
CD009551,24548415,0
CD009551,24548895,0
CD009551,24550444,0
CD009551,24555643,0
CD009551,24555647,0
CD009551,24555650,0
CD009551,24584515,0
CD009551,24588891,0
CD009551,24599078,0
CD009551,24609945,0
CD009551,24626467,0
CD009551,24637772,0
CD009551,24646755,0
CD009551,24655146,0
CD009551,24657665,0
CD009551,24661790,0
CD009551,24671798,0
CD009551,24676241,0
CD009551,24677097,0
CD009551,24680079,0
CD009551,24680080,0
CD009551,24691870,0
CD009551,24698139,0
CD009551,24699234,0
CD009551,24704188,0
CD009551,24710283,0
CD009551,24712434,0
CD009551,24719446,0
CD009551,24719455,0
CD009551,24725382,0
CD009551,24726663,0
CD009551,24728707,0
CD009551,24742431,0
CD009551,24742997,0
CD009551,24759426,0
CD009551,24768294,0
CD009551,24803238,0
CD009551,24803392,0
CD009551,24809292,0
CD009551,24818485,0
CD009551,24833776,0
CD009551,24835742,0
CD009551,24853527,0
CD009551,24870357,0
CD009551,24879349,0
CD009551,24879544,0
CD009551,24885088,0
CD009551,24886193,0
CD009551,24887637,0
CD009551,24893651,0
CD009551,24906064,0
CD009551,24915853,0
CD009551,24927411,0
CD009551,24931137,0
CD009551,24936792,0
CD009551,24960316,0
CD009551,24973064,0
CD009551,24977681,0
CD009551,24982319,0
CD009551,24986045,0
CD009551,24986679,0
CD009551,24987100,0
CD009551,24990760,0
CD009551,25006238,0
CD009551,25007578,0
CD009551,25011914,0
CD009551,25023484,0
CD009551,25031443,0
CD009551,25036772,0
CD009551,25040464,0
CD009551,25043595,0
CD009551,25048233,0
CD009551,25063549,0
CD009551,25072712,0
CD009551,25072728,0
CD009551,25072733,0
CD009551,25076075,0
CD009551,25082186,0
CD009551,25084656,0
CD009551,25088501,0
CD009551,25108222,0
CD009551,25120234,0
CD009551,25122854,0
CD009551,25126831,0
CD009551,25129364,0
CD009551,25130774,0
CD009551,25155930,0
CD009551,25162789,0
CD009551,25178919,0
CD009551,25193747,0
CD009551,25193981,0
CD009551,25242934,0
CD009551,25251435,0
CD009551,25252646,0
CD009551,25253558,0
CD009551,25255025,0
CD009551,25261942,0
CD009551,25274127,0
CD009551,25318762,0
CD009551,25326091,0
CD009551,25336623,0
CD009551,25344259,0
CD009551,25349089,0
CD009551,25357108,0
CD009551,25363529,0
CD009551,25384730,0
CD009551,25385534,0
CD009551,25415407,0
CD009551,25421370,0
CD009551,25425159,0
CD009551,25461949,0
CD009551,25464008,0
CD009551,25482740,0
CD009551,25482742,0
CD009551,25501147,0
CD009551,25502530,0
CD009551,25518949,0
CD009551,25559816,0
CD009551,25568431,0
CD009551,25596722,0
CD009551,25603404,0
CD009551,25612900,0
CD009551,25613604,0
CD009551,25621617,0
CD009551,25656408,0
CD009551,25657116,0
CD009551,25705718,0
CD009551,25713980,0
CD009551,25719852,0
CD009551,25724252,0
CD009551,25729999,0
CD009551,25741015,0
CD009551,25742150,0
CD009551,25760080,0
CD009551,25771341,0
CD009551,25775788,0
CD009551,25781896,0
CD009551,25796518,0
CD009551,25815649,0
CD009551,25836414,0
CD009551,25840850,0
CD009551,25846441,0
CD009551,25851301,0
CD009551,25851634,0
CD009551,25872733,0
CD009551,25883525,0
CD009551,25896772,0
CD009551,25917801,0
CD009551,25918347,0
CD009551,25960612,0
CD009551,26024441,0
CD009551,26028521,0
CD009551,26036769,0
CD009551,26047046,0
CD009551,26065322,0
CD009551,7489900,0
CD009551,7500937,0
CD009551,7501471,0
CD009551,7548505,0
CD009551,7557298,0
CD009551,7560970,0
CD009551,7586033,0
CD009551,7592391,0
CD009551,7592973,0
CD009551,7600378,0
CD009551,7612216,0
CD009551,7615723,0
CD009551,7616678,0
CD009551,7619488,0
CD009551,7646819,0
CD009551,7650194,0
CD009551,7650207,0
CD009551,7672126,0
CD009551,7699073,0
CD009551,7729421,0
CD009551,7747954,0
CD009551,7763981,0
CD009551,7764853,0
CD009551,7765719,0
CD009551,7765794,0
CD009551,7770039,0
CD009551,7789808,0
CD009551,7793959,0
CD009551,7811072,0
CD009551,7823410,0
CD009551,7854320,0
CD009551,7876668,0
CD009551,7883176,0
CD009551,7887625,0
CD009551,7916610,0
CD009551,7927676,0
CD009551,7927700,0
CD009551,7929762,0
CD009551,7934913,0
CD009551,7945306,0
CD009551,7961884,0
CD009551,7972490,0
CD009551,8061323,0
CD009551,8065031,0
CD009551,8096800,0
CD009551,8099900,0
CD009551,8112585,0
CD009551,8112588,0
CD009551,8176723,0
CD009551,8181725,0
CD009551,8181749,0
CD009551,8224504,0
CD009551,8224894,0
CD009551,8239169,0
CD009551,8274451,0
CD009551,8276189,0
CD009551,8299175,0
CD009551,8321251,0
CD009551,8337560,0
CD009551,8346917,0
CD009551,8358825,0
CD009551,8359678,0
CD009551,8405943,0
CD009551,8408576,0
CD009551,8416986,0
CD009551,8458955,0
CD009551,8464724,0
CD009551,8500876,0
CD009551,8501211,0
CD009551,8520125,0
CD009551,8521952,0
CD009551,8534978,0
CD009551,8544085,0
CD009551,8566771,0
CD009551,8567884,0
CD009551,8567928,0
CD009551,8570567,0
CD009551,8572683,0
CD009551,8575021,0
CD009551,8576345,0
CD009551,8586691,0
CD009551,8586705,0
CD009551,8586742,0
CD009551,8596437,0
CD009551,8597544,0
CD009551,8598061,0
CD009551,8625424,0
CD009551,8625427,0
CD009551,8656684,0
CD009551,8662689,0
CD009551,8672814,0
CD009551,8679226,0
CD009551,8690882,0
CD009551,8702288,0
CD009551,8706730,0
CD009551,8720191,0
CD009551,8722032,0
CD009551,8748280,0
CD009551,8786753,0
CD009551,8789013,0
CD009551,8795215,0
CD009551,8795232,0
CD009551,8810945,0
CD009551,8832021,0
CD009551,8836442,0
CD009551,8837429,0
CD009551,8856049,0
CD009551,8868425,0
CD009551,8880501,0
CD009551,8880528,0
CD009551,8890598,0
CD009551,8917102,0
CD009551,8929395,0
CD009551,8933843,0
CD009551,8960907,0
CD009551,8988359,0
CD009551,9000377,0
CD009551,9003286,0
CD009551,9006911,0
CD009551,9008887,0
CD009551,9011123,0
CD009551,9021130,0
CD009551,9025298,0
CD009551,9038753,0
CD009551,9058095,0
CD009551,9061355,0
CD009551,9063670,0
CD009551,9069115,0
CD009551,9071091,0
CD009551,9074500,0
CD009551,9084119,0
CD009551,9108182,0
CD009551,9128011,0
CD009551,9128014,0
CD009551,9130526,0
CD009551,9141670,0
CD009551,9141684,0
CD009551,9141689,0
CD009551,9143099,0
CD009551,9143104,0
CD009551,9163443,0
CD009551,9163746,0
CD009551,9183009,0
CD009551,9200704,0
CD009551,9211795,0
CD009551,9217111,0
CD009551,9224729,0
CD009551,9229335,0
CD009551,9248266,0
CD009551,9257365,0
CD009551,9290241,0
CD009551,9290242,0
CD009551,9312029,0
CD009551,9321728,0
CD009551,9339892,0
CD009551,9371888,0
CD009551,9373135,0
CD009551,9379547,0
CD009551,9379554,0
CD009551,9385443,0
CD009551,9399543,0
CD009551,9426247,0
CD009551,9438344,0
CD009551,9442274,0
CD009551,9454647,0
CD009551,9467106,0
CD009551,9501518,0
CD009551,9508794,0
CD009551,9519482,0
CD009551,9523381,0
CD009551,9532788,0
CD009551,9535817,0
CD009551,9546185,0
CD009551,9574670,0
CD009551,9574694,0
CD009551,9579465,0
CD009551,9615479,0
CD009551,9615480,0
CD009551,9618589,0
CD009551,9620390,0
CD009551,9625689,0
CD009551,9636871,1
CD009551,9650962,0
CD009551,9685506,0
CD009551,9705365,0
CD009551,9720204,0
CD009551,9720206,0
CD009551,9736163,0
CD009551,9756714,0
CD009551,9773270,0
CD009551,9776828,0
CD009551,9776830,0
CD009551,9778740,0
CD009551,9779353,0
CD009551,9795261,0
CD009551,9797301,0
CD009551,9807997,0
CD009551,9817884,0
CD009551,9818093,0
CD009551,9828823,0
CD009551,9835566,0
CD009551,9835571,0
CD009551,9839319,0
CD009551,9852945,0
CD009551,9854096,0
CD009551,9868774,0
CD009551,9871120,0
CD009551,9882657,0
CD009551,9885732,0
CD009551,9895285,0
CD009551,9919661,0
CD009551,9930067,1
CD009551,9933358,0
CD009551,9933359,0
CD009551,9950095,0
CD009551,9988514,0
CD009551,9989644,0
CD009551,9989647,0
CD009579,10021790,0
CD009579,10029905,0
CD009579,10029916,1
CD009579,10030070,0
CD009579,10048962,0
CD009579,10065636,0
CD009579,1006760,0
CD009579,10067741,0
CD009579,1006804,0
CD009579,1006805,0
CD009579,10068597,0
CD009579,10070667,0
CD009579,10072158,0
CD009579,10072982,0
CD009579,10073013,0
CD009579,10080152,0
CD009579,1008126,0
CD009579,1008127,0
CD009579,10089635,0
CD009579,10094195,0
CD009579,1011286,0
CD009579,1012745,0
CD009579,10139471,0
CD009579,1014066,0
CD009579,1017847,0
CD009579,10203020,0
CD009579,10206116,0
CD009579,1020744,0
CD009579,10214452,0
CD009579,102211,0
CD009579,10227026,0
CD009579,10228073,0
CD009579,10228074,0
CD009579,10228363,0
CD009579,1025233,0
CD009579,1025243,0
CD009579,1026216,0
CD009579,1026424,0
CD009579,1030267,0
CD009579,10320623,0
CD009579,10320657,0
CD009579,1032138,0
CD009579,1032292,0
CD009579,1032369,0
CD009579,10326106,0
CD009579,10326107,1
CD009579,10326109,0
CD009579,10326120,1
CD009579,1033955,0
CD009579,10340330,0
CD009579,1034358,0
CD009579,10344647,0
CD009579,10344658,0
CD009579,10344659,0
CD009579,10348229,0
CD009579,10348244,0
CD009579,10348370,0
CD009579,10348995,0
CD009579,10352306,0
CD009579,10352649,0
CD009579,10363721,0
CD009579,10369186,0
CD009579,10370380,0
CD009579,1037390,0
CD009579,1037435,0
CD009579,10374370,0
CD009579,10376281,0
CD009579,10377116,0
CD009579,10377125,0
CD009579,10383082,0
CD009579,10396345,0
CD009579,10399598,0
CD009579,10402968,0
CD009579,10403320,0
CD009579,10403322,0
CD009579,10403323,0
CD009579,10403328,1
CD009579,10413050,0
CD009579,10423955,0
CD009579,10427932,0
CD009579,10428643,0
CD009579,10430366,0
CD009579,10432047,0
CD009579,10432054,0
CD009579,10433795,0
CD009579,10441577,0
CD009579,10442201,0
CD009579,10446442,0
CD009579,10450436,0
CD009579,10452621,0
CD009579,10454795,0
CD009579,10456120,0
CD009579,10456917,0
CD009579,10461159,0
CD009579,10461167,0
CD009579,10461228,0
CD009579,10463669,1
CD009579,10463684,0
CD009579,10464386,0
CD009579,10465049,0
CD009579,10465054,0
CD009579,10465055,0
CD009579,10466982,0
CD009579,10466983,0
CD009579,10470202,0
CD009579,10472448,0
CD009579,10472579,0
CD009579,10472580,0
CD009579,10472583,0
CD009579,10474638,0
CD009579,10474648,0
CD009579,10479161,0
CD009579,10481149,0
CD009579,10481960,0
CD009579,10489244,0
CD009579,10492945,0
CD009579,10493063,0
CD009579,10497994,0
CD009579,10499076,0
CD009579,10499077,0
CD009579,10499078,0
CD009579,10504865,0
CD009579,10515830,0
CD009579,10518143,0
CD009579,10520373,0
CD009579,10526537,0
CD009579,10532664,0
CD009579,10544683,0
CD009579,10548300,1
CD009579,10556825,0
CD009579,10557147,0
CD009579,10559846,0
CD009579,10562829,0
CD009579,10571025,0
CD009579,10583866,0
CD009579,10586907,0
CD009579,10586908,0
CD009579,10588769,0
CD009579,10589899,0
CD009579,10602539,0
CD009579,10603565,0
CD009579,10603566,0
CD009579,10603568,0
CD009579,10603570,0
CD009579,10603571,0
CD009579,10603572,0
CD009579,10605485,0
CD009579,10605495,0
CD009579,10605496,0
CD009579,10605512,0
CD009579,10607922,0
CD009579,10633918,0
CD009579,10637583,0
CD009579,10638946,0
CD009579,10643911,0
CD009579,10652491,0
CD009579,1065330,0
CD009579,10660931,0
CD009579,10666776,0
CD009579,10668735,0
CD009579,10669141,0
CD009579,1066941,0
CD009579,10671890,0
CD009579,10672206,1
CD009579,10672208,0
CD009579,10673085,0
CD009579,10674083,0
CD009579,10674091,1
CD009579,10675174,0
CD009579,106764,0
CD009579,10689112,0
CD009579,10689237,0
CD009579,10694162,0
CD009579,10695783,0
CD009579,10696404,0
CD009579,10696422,0
CD009579,10701201,0
CD009579,10706966,0
CD009579,10706967,0
CD009579,10708014,0
CD009579,10712729,0
CD009579,10715699,0
CD009579,10719119,0
CD009579,10719121,0
CD009579,10725800,0
CD009579,10726264,0
CD009579,10726277,0
CD009579,10727319,0
CD009579,10734791,0
CD009579,10744504,0
CD009579,10747267,0
CD009579,10747281,0
CD009579,10747282,0
CD009579,10748904,0
CD009579,10748910,0
CD009579,10760187,0
CD009579,10761720,0
CD009579,10761724,0
CD009579,10761735,0
CD009579,10768975,0
CD009579,10773705,0
CD009579,10776745,0
CD009579,107817,0
CD009579,107819,0
CD009579,10786030,0
CD009579,10791204,0
CD009579,10791925,0
CD009579,10796476,0
CD009579,10796552,0
CD009579,10800196,0
CD009579,1080209,0
CD009579,1080404,0
CD009579,10811280,0
CD009579,10812739,0
CD009579,10813492,0
CD009579,10813496,0
CD009579,10813497,0
CD009579,10813498,0
CD009579,10813499,0
CD009579,10813500,0
CD009579,10813501,1
CD009579,10813502,1
CD009579,10813503,1
CD009579,10813504,1
CD009579,10813505,0
CD009579,1082378,0
CD009579,10823801,0
CD009579,1082384,0
CD009579,10826425,0
CD009579,10827435,0
CD009579,10827869,0
CD009579,10840980,0
CD009579,10849306,0
CD009579,10849370,0
CD009579,1085942,0
CD009579,1085945,0
CD009579,1086971,0
CD009579,10874720,0
CD009579,1088097,0
CD009579,1088109,0
CD009579,10881109,0
CD009579,10881283,0
CD009579,108822,0
CD009579,10882605,0
CD009579,10882905,1
CD009579,1088305,0
CD009579,1088407,0
CD009579,1088515,0
CD009579,1088516,0
CD009579,10885183,1
CD009579,10886718,0
CD009579,10900475,0
CD009579,10910711,0
CD009579,1091495,0
CD009579,10917123,0
CD009579,1091956,0
CD009579,1092278,0
CD009579,10923230,0
CD009579,1092416,0
CD009579,1092554,0
CD009579,10929143,0
CD009579,10946506,0
CD009579,10946514,0
CD009579,10946522,0
CD009579,10959806,0
CD009579,1096483,0
CD009579,10967599,0
CD009579,10967991,0
CD009579,10973151,0
CD009579,10975001,0
CD009579,10987111,0
CD009579,10989785,0
CD009579,10989786,0
CD009579,10994353,0
CD009579,10995094,0
CD009579,10995096,0
CD009579,10996119,0
CD009579,10996122,0
CD009579,10996123,0
CD009579,10996124,0
CD009579,10996126,0
CD009579,10996127,0
CD009579,10996129,0
CD009579,10996985,0
CD009579,1101463,0
CD009579,110163,0
CD009579,1101766,0
CD009579,11025158,0
CD009579,11027743,0
CD009579,11027746,0
CD009579,11030060,0
CD009579,11035098,0
CD009579,11038320,0
CD009579,11044270,0
CD009579,11060486,0
CD009579,11064579,0
CD009579,110647,0
CD009579,11064760,0
CD009579,110648,0
CD009579,11069402,0
CD009579,11072379,0
CD009579,11072380,0
CD009579,11072382,0
CD009579,11072523,0
CD009579,11072677,0
CD009579,1107577,0
CD009579,1107578,0
CD009579,11076716,0
CD009579,11077269,0
CD009579,11077955,0
CD009579,11080508,0
CD009579,11085224,0
CD009579,11085237,0
CD009579,11095252,0
CD009579,11095260,0
CD009579,11100444,0
CD009579,11101053,0
CD009579,11107544,0
CD009579,1111360,0
CD009579,11118616,0
CD009579,11119511,0
CD009579,11123824,0
CD009579,11124843,0
CD009579,11125338,0
CD009579,1112540,0
CD009579,11127350,0
CD009579,11128802,0
CD009579,11132373,0
CD009579,11132383,0
CD009579,11132384,0
CD009579,11133023,0
CD009579,11137487,0
CD009579,11139716,0
CD009579,11147038,0
CD009579,1114799,0
CD009579,11155931,1
CD009579,111571,0
CD009579,11162373,0
CD009579,1118415,0
CD009579,11186732,0
CD009579,11189385,0
CD009579,11193693,0
CD009579,11196391,0
CD009579,1119668,0
CD009579,1119669,0
CD009579,1119670,0
CD009579,11197765,0
CD009579,11198388,0
CD009579,11198389,0
CD009579,11198650,0
CD009579,1122549,0
CD009579,11226455,0
CD009579,11227763,0
CD009579,11227766,0
CD009579,11237814,0
CD009579,1124104,0
CD009579,11251524,0
CD009579,11251909,0
CD009579,11251910,0
CD009579,11256353,0
CD009579,11260180,0
CD009579,11263461,0
CD009579,11269278,0
CD009579,1127262,0
CD009579,11272646,0
CD009579,11280060,0
CD009579,11280068,1
CD009579,11280069,0
CD009579,11284248,0
CD009579,11289679,0
CD009579,11293163,0
CD009579,1129881,0
CD009579,11299032,0
CD009579,11299039,0
CD009579,11302147,0
CD009579,11302148,0
CD009579,11306914,0
CD009579,11311188,0
CD009579,11311457,0
CD009579,11311476,0
CD009579,1131583,0
CD009579,1131679,0
CD009579,11320767,0
CD009579,11330777,0
CD009579,11336748,0
CD009579,11342901,0
CD009579,11345060,0
CD009579,113459,0
CD009579,11346976,0
CD009579,11346977,0
CD009579,11346981,0
CD009579,11346982,0
CD009579,11349025,0
CD009579,11355564,0
CD009579,1135568,0
CD009579,11357987,0
CD009579,11359443,0
CD009579,11378014,0
CD009579,11378141,0
CD009579,11378142,0
CD009579,11378143,0
CD009579,11378144,0
CD009579,11388504,0
CD009579,11393827,0
CD009579,11394352,0
CD009579,11395810,0
CD009579,1140949,0
CD009579,11412803,0
CD009579,11414459,0
CD009579,11421370,0
CD009579,11426576,0
CD009579,11427595,0
CD009579,11429173,0
CD009579,11429526,0
CD009579,11436587,0
CD009579,11436599,0
CD009579,11450661,0
CD009579,1145073,0
CD009579,11452324,0
CD009579,11454244,0
CD009579,11454245,0
CD009579,1145708,0
CD009579,11468438,0
CD009579,11469948,0
CD009579,11469950,0
CD009579,11471107,0
CD009579,11478448,0
CD009579,11485090,0
CD009579,11487372,0
CD009579,11491002,0
CD009579,11495033,0
CD009579,11500037,0
CD009579,11516371,0
CD009579,11522140,0
CD009579,11522749,0
CD009579,11523455,0
CD009579,11526391,0
CD009579,1153011,0
CD009579,1153046,0
CD009579,11534639,0
CD009579,11536174,0
CD009579,11551310,1
CD009579,11555424,0
CD009579,11555437,0
CD009579,11555438,0
CD009579,11556584,0
CD009579,1155697,0
CD009579,11561710,0
CD009579,11574911,0
CD009579,11579893,0
CD009579,11579895,0
CD009579,11586422,0
CD009579,11586423,0
CD009579,11586425,0
CD009579,11586426,0
CD009579,11586427,0
CD009579,11586429,0
CD009579,11586432,0
CD009579,11586433,0
CD009579,11586435,0
CD009579,11586436,0
CD009579,11586439,0
CD009579,11586440,0
CD009579,11586441,0
CD009579,11586443,0
CD009579,11586444,0
CD009579,11593576,0
CD009579,11594791,0
CD009579,11598841,0
CD009579,11600225,0
CD009579,11625622,0
CD009579,1163187,0
CD009579,1166499,0
CD009579,1166501,0
CD009579,11668412,0
CD009579,11672470,0
CD009579,11676071,0
CD009579,1167781,0
CD009579,11679130,0
CD009579,11679932,0
CD009579,11695723,0
CD009579,11696162,0
CD009579,11696167,0
CD009579,11696199,0
CD009579,1169833,0
CD009579,11699321,0
CD009579,11703808,0
CD009579,11703840,0
CD009579,117055,0
CD009579,11706672,0
CD009579,11709285,0
CD009579,11709472,0
CD009579,11715336,0
CD009579,11715906,0
CD009579,11719112,0
CD009579,11726299,0
CD009579,11730781,0
CD009579,11737837,0
CD009579,11737838,0
CD009579,11738752,0
CD009579,11744941,0
CD009579,11747748,0
CD009579,1175114,0
CD009579,1175491,0
CD009579,11756987,0
CD009579,11757747,0
CD009579,11762445,0
CD009579,11769280,0
CD009579,11769282,0
CD009579,11769285,0
CD009579,11769288,0
CD009579,11769294,0
CD009579,11773451,0
CD009579,11775324,0
CD009579,11776720,0
CD009579,11784423,1
CD009579,11791970,0
CD009579,11801220,0
CD009579,11802273,0
CD009579,1181169,0
CD009579,1181172,0
CD009579,1181173,0
CD009579,1181175,0
CD009579,11811800,0
CD009579,11821256,0
CD009579,118264,0
CD009579,11832285,0
CD009579,11832297,0
CD009579,11841700,0
CD009579,11842728,0
CD009579,11846722,0
CD009579,1184947,0
CD009579,11849642,0
CD009579,11851957,0
CD009579,11852760,0
CD009579,11854090,0
CD009579,11859276,0
CD009579,11860033,0
CD009579,11872396,0
CD009579,11876725,0
CD009579,1188554,0
CD009579,1188579,0
CD009579,1190367,0
CD009579,1190368,0
CD009579,11904104,0
CD009579,119087,0
CD009579,119088,0
CD009579,11925983,0
CD009579,11925985,0
CD009579,11927088,0
CD009579,11935088,0
CD009579,11935373,0
CD009579,11944719,0
CD009579,11957026,0
CD009579,11960416,0
CD009579,11965259,0
CD009579,1196863,0
CD009579,1198006,0
CD009579,11980283,0
CD009579,11980603,0
CD009579,11983601,0
CD009579,11984610,0
CD009579,11992157,0
CD009579,11992163,0
CD009579,1200090,0
CD009579,12002101,0
CD009579,12002103,1
CD009579,12003064,0
CD009579,12004997,0
CD009579,12008041,0
CD009579,12016787,0
CD009579,12020885,0
CD009579,12020891,0
CD009579,12023771,0
CD009579,12023772,0
CD009579,12028406,0
CD009579,12034094,0
CD009579,12039673,0
CD009579,12044279,0
CD009579,12048569,0
CD009579,12049272,0
CD009579,12049454,0
CD009579,12050167,0
CD009579,12054019,0
CD009579,12054021,0
CD009579,120556,0
CD009579,12055818,0
CD009579,12062494,0
CD009579,12062555,0
CD009579,12078226,0
CD009579,12078234,0
CD009579,12078266,0
CD009579,12078277,0
CD009579,12078293,0
CD009579,12080975,0
CD009579,12080977,0
CD009579,12080978,0
CD009579,12088853,0
CD009579,12088860,0
CD009579,12093145,0
CD009579,12094224,0
CD009579,12097398,0
CD009579,12099412,0
CD009579,12100447,0
CD009579,12100735,0
CD009579,12118276,0
CD009579,12121672,0
CD009579,12124497,0
CD009579,12125335,0
CD009579,12131289,0
CD009579,12133617,0
CD009579,12135287,0
CD009579,1216315,0
CD009579,1216331,0
CD009579,12164288,0
CD009579,12164605,0
CD009579,12170944,0
CD009579,12176856,0
CD009579,121770,0
CD009579,12193234,0
CD009579,12194709,0
CD009579,1219640,0
CD009579,12197350,0
CD009579,1219980,0
CD009579,12201025,0
CD009579,12201402,0
CD009579,12201588,0
CD009579,12202589,0
CD009579,12205023,0
CD009579,12211728,0
CD009579,12212187,0
CD009579,122130,0
CD009579,12214630,0
CD009579,12214913,0
CD009579,12214928,0
CD009579,12214929,0
CD009579,12214936,0
CD009579,12219148,0
CD009579,12224581,0
CD009579,1223183,0
CD009579,12240565,0
CD009579,12241930,0
CD009579,12244379,0
CD009579,12244399,0
CD009579,1224779,0
CD009579,12285296,0
CD009579,1228987,0
CD009579,12294423,0
CD009579,1230346,0
CD009579,1230347,0
CD009579,1230348,0
CD009579,123165,0
CD009579,12321483,0
CD009579,1232943,0
CD009579,1235501,0
CD009579,1235502,0
CD009579,1235503,0
CD009579,1236394,0
CD009579,1236413,0
CD009579,12377245,0
CD009579,12379664,0
CD009579,12379947,0
CD009579,12379948,0
CD009579,12380867,0
CD009579,1238460,0
CD009579,12387908,0
CD009579,12390411,0
CD009579,12404164,0
CD009579,1240666,0
CD009579,12408665,0
CD009579,12414775,0
CD009579,1241922,0
CD009579,12425482,0
CD009579,12426585,0
CD009579,12426588,0
CD009579,12426590,0
CD009579,12426592,0
CD009579,12426596,0
CD009579,12426604,0
CD009579,12426605,0
CD009579,12426610,0
CD009579,12426611,0
CD009579,12426612,0
CD009579,12426613,0
CD009579,12426614,0
CD009579,12426616,0
CD009579,12426617,0
CD009579,12429428,0
CD009579,124323,0
CD009579,12439807,0
CD009579,12447751,0
CD009579,12455404,0
CD009579,12463014,0
CD009579,12463015,0
CD009579,12463016,0
CD009579,12463032,0
CD009579,12467564,0
CD009579,12471747,0
CD009579,12473309,0
CD009579,12474468,0
CD009579,12474469,0
CD009579,12474477,0
CD009579,12474480,0
CD009579,12476492,0
CD009579,1247859,0
CD009579,124862,0
CD009579,12490087,0
CD009579,12497985,0
CD009579,12498994,0
CD009579,12503300,0
CD009579,125058,0
CD009579,12509099,0
CD009579,12512802,0
CD009579,12512810,0
CD009579,12512814,0
CD009579,12512825,0
CD009579,12534951,0
CD009579,12535248,0
CD009579,12535254,0
CD009579,12535255,0
CD009579,12537629,0
CD009579,12546056,0
CD009579,12556143,0
CD009579,12557927,0
CD009579,12557939,0
CD009579,12557948,0
CD009579,12561882,0
CD009579,12561894,0
CD009579,12561897,0
CD009579,12561903,0
CD009579,12561913,0
CD009579,12561931,0
CD009579,12563796,0
CD009579,12563826,0
CD009579,12563835,0
CD009579,12567463,0
CD009579,12567466,0
CD009579,12567639,0
CD009579,12567667,0
CD009579,12567673,0
CD009579,12567684,0
CD009579,12567685,0
CD009579,12567691,0
CD009579,12567704,0
CD009579,12567716,0
CD009579,12567723,0
CD009579,12567731,0
CD009579,12568042,0
CD009579,12571996,0
CD009579,1257668,0
CD009579,12581433,0
CD009579,12581434,0
CD009579,12584643,0
CD009579,12586470,0
CD009579,1259074,0
CD009579,1259076,0
CD009579,1259088,0
CD009579,1259089,0
CD009579,12596369,0
CD009579,12596382,0
CD009579,12596653,0
CD009579,12596654,0
CD009579,12599914,0
CD009579,12621681,0
CD009579,12625676,0
CD009579,12625941,0
CD009579,1262688,0
CD009579,12636351,0
CD009579,12642601,0
CD009579,12643095,0
CD009579,12654092,0
CD009579,1265822,0
CD009579,12659971,0
CD009579,12662421,0
CD009579,126661,0
CD009579,12666880,0
CD009579,12667151,0
CD009579,12670325,0
CD009579,1267508,0
CD009579,12685632,0
CD009579,12687757,0
CD009579,12694982,0
CD009579,12695908,0
CD009579,12696007,0
CD009579,12696017,0
CD009579,12700619,0
CD009579,12700805,0
CD009579,12716389,0
CD009579,12739806,0
CD009579,12741097,0
CD009579,12743556,0
CD009579,12743683,0
CD009579,1274385,0
CD009579,12745133,0
CD009579,12745141,0
CD009579,12745147,0
CD009579,12753436,0
CD009579,1275524,0
CD009579,12757691,0
CD009579,1276065,0
CD009579,12764454,0
CD009579,12764515,0
CD009579,1278073,0
CD009579,12789093,0
CD009579,12791062,0
CD009579,12791104,0
CD009579,12806456,0
CD009579,12809587,0
CD009579,12826298,0
CD009579,1285335,0
CD009579,12858892,0
CD009579,12872529,0
CD009579,12875296,0
CD009579,12877738,0
CD009579,1287929,0
CD009579,1287931,0
CD009579,12879820,0
CD009579,1288431,0
CD009579,12884597,0
CD009579,12885186,0
CD009579,12886814,0
CD009579,12886815,0
CD009579,12887021,0
CD009579,12887022,0
CD009579,128911,0
CD009579,12891752,0
CD009579,12895287,0
CD009579,12901933,0
CD009579,12911728,0
CD009579,1292081,0
CD009579,12922004,0
CD009579,1292606,0
CD009579,12932101,0
CD009579,12932753,0
CD009579,1293729,0
CD009579,12937729,0
CD009579,12939136,0
CD009579,12941479,0
CD009579,12941480,0
CD009579,12941484,0
CD009579,129419,0
CD009579,1294681,0
CD009579,1294685,0
CD009579,12953997,0
CD009579,12954496,0
CD009579,12956851,0
CD009579,12962595,0
CD009579,12965906,0
CD009579,12972187,0
CD009579,12973350,0
CD009579,1300350,0
CD009579,13031303,0
CD009579,13032753,0
CD009579,1303489,0
CD009579,13045290,0
CD009579,13047717,0
CD009579,13064183,0
CD009579,13066685,0
CD009579,13069799,0
CD009579,1307214,0
CD009579,13077722,0
CD009579,1308563,0
CD009579,1308938,0
CD009579,1308952,0
CD009579,13094468,0
CD009579,13150085,0
CD009579,13159089,0
CD009579,13167557,0
