topic,pmid,human,stratum,N_stratum,n_sampled,weight,pool_size
CD009372,11951264,0,non_eligible,2223,100,22.23,2248
CD009372,6247579,0,non_eligible,2223,100,22.23,2248
CD009372,2781908,0,non_eligible,2223,100,22.23,2248
CD009372,11255632,0,non_eligible,2223,100,22.23,2248
CD009372,21546463,0,non_eligible,2223,100,22.23,2248
CD009372,16483279,0,non_eligible,2223,100,22.23,2248
CD009372,8204251,0,non_eligible,2223,100,22.23,2248
CD009372,6640454,0,non_eligible,2223,100,22.23,2248
CD009372,15968519,0,non_eligible,2223,100,22.23,2248
CD009372,15140733,0,non_eligible,2223,100,22.23,2248
CD009372,21125350,0,non_eligible,2223,100,22.23,2248
CD009372,21219787,0,non_eligible,2223,100,22.23,2248
CD009372,23498376,0,non_eligible,2223,100,22.23,2248
CD009372,15506314,0,non_eligible,2223,100,22.23,2248
CD009372,9007878,0,non_eligible,2223,100,22.23,2248
CD009372,21849778,0,non_eligible,2223,100,22.23,2248
CD009372,10659015,0,non_eligible,2223,100,22.23,2248
CD009372,12500710,0,non_eligible,2223,100,22.23,2248
CD009372,17397909,0,non_eligible,2223,100,22.23,2248
CD009372,22811207,0,non_eligible,2223,100,22.23,2248
CD009519,22689182,1,eligible,104,104,1.0,5971
CD009519,17166998,1,eligible,104,104,1.0,5971
CD009519,22682667,1,eligible,104,104,1.0,5971
CD009519,19446975,1,eligible,104,104,1.0,5971
CD009519,17140957,1,eligible,104,104,1.0,5971
CD009519,14512512,1,eligible,104,104,1.0,5971
CD009519,21380783,1,eligible,104,104,1.0,5971
CD009519,12886128,1,eligible,104,104,1.0,5971
CD009519,22899197,1,eligible,104,104,1.0,5971
CD009519,20651192,1,eligible,104,104,1.0,5971
CD009519,22423060,1,eligible,104,104,1.0,5971
CD009519,21051648,1,eligible,104,104,1.0,5971
CD009519,19632852,1,eligible,104,104,1.0,5971
CD009519,19464906,1,eligible,104,104,1.0,5971
CD009519,16683115,1,eligible,104,104,1.0,5971
CD009519,16896664,1,eligible,104,104,1.0,5971
CD009519,21169287,1,eligible,104,104,1.0,5971
CD009519,22429676,1,eligible,104,104,1.0,5971
CD009519,20847531,1,eligible,104,104,1.0,5971
CD009519,22808763,1,eligible,104,104,1.0,5971
CD009519,20309686,1,eligible,104,104,1.0,5971
CD009519,23158997,1,eligible,104,104,1.0,5971
CD009519,21514978,1,eligible,104,104,1.0,5971
CD009519,21789758,1,eligible,104,104,1.0,5971
CD009519,17242237,1,eligible,104,104,1.0,5971
CD009519,19004519,1,eligible,104,104,1.0,5971
CD009519,16236886,1,eligible,104,104,1.0,5971
CD009519,18670805,1,eligible,104,104,1.0,5971
CD009519,22336234,1,eligible,104,104,1.0,5971
CD009519,20026540,1,eligible,104,104,1.0,5971
CD009519,22219418,1,eligible,104,104,1.0,5971
CD009519,22405953,1,eligible,104,104,1.0,5971
CD009519,22290887,1,eligible,104,104,1.0,5971
CD009519,19933240,1,eligible,104,104,1.0,5971
CD009519,18696206,1,eligible,104,104,1.0,5971
CD009519,16405752,1,eligible,104,104,1.0,5971
CD009519,18282357,1,eligible,104,104,1.0,5971
CD009519,19318322,1,eligible,104,104,1.0,5971
CD009519,16455636,1,eligible,104,104,1.0,5971
CD009519,22772365,1,eligible,104,104,1.0,5971
CD009519,19272791,1,eligible,104,104,1.0,5971
CD009519,19660381,1,eligible,104,104,1.0,5971
CD009519,22237120,1,eligible,104,104,1.0,5971
CD009519,16863739,1,eligible,104,104,1.0,5971
CD009519,23171752,1,eligible,104,104,1.0,5971
CD009519,17311309,1,eligible,104,104,1.0,5971
CD009519,18374761,1,eligible,104,104,1.0,5971
CD009519,17320577,1,eligible,104,104,1.0,5971
CD009519,21164366,1,eligible,104,104,1.0,5971
CD009519,19453526,1,eligible,104,104,1.0,5971
CD009519,21511421,1,eligible,104,104,1.0,5971
CD009519,23557204,1,eligible,104,104,1.0,5971
CD009519,20932700,1,eligible,104,104,1.0,5971
CD009519,19581636,1,eligible,104,104,1.0,5971
CD009519,18329480,1,eligible,104,104,1.0,5971
CD009519,21692019,1,eligible,104,104,1.0,5971
CD009519,17920724,1,eligible,104,104,1.0,5971
CD009519,16181842,1,eligible,104,104,1.0,5971
CD009519,22632985,1,eligible,104,104,1.0,5971
CD009519,19039263,1,eligible,104,104,1.0,5971
CD009519,19571281,1,eligible,104,104,1.0,5971
CD009519,21697783,1,eligible,104,104,1.0,5971
CD009519,20087533,1,eligible,104,104,1.0,5971
CD009519,15337041,1,eligible,104,104,1.0,5971
CD009519,20122515,1,eligible,104,104,1.0,5971
CD009519,16219937,1,eligible,104,104,1.0,5971
CD009519,21926377,1,eligible,104,104,1.0,5971
CD009519,19615286,1,eligible,104,104,1.0,5971
CD009519,18788639,1,eligible,104,104,1.0,5971
CD009519,17687098,1,eligible,104,104,1.0,5971
CD009519,21619964,1,eligible,104,104,1.0,5971
CD009519,16014441,1,eligible,104,104,1.0,5971
CD009519,17896365,1,eligible,104,104,1.0,5971
CD009519,22883546,1,eligible,104,104,1.0,5971
CD009519,12815135,1,eligible,104,104,1.0,5971
CD009519,22290911,1,eligible,104,104,1.0,5971
CD009519,16423207,1,eligible,104,104,1.0,5971
CD009519,19366724,1,eligible,104,104,1.0,5971
CD009519,18177978,1,eligible,104,104,1.0,5971
CD009519,21552018,1,eligible,104,104,1.0,5971
CD009519,18552311,1,eligible,104,104,1.0,5971
CD009519,23242821,1,eligible,104,104,1.0,5971
CD009519,21441257,1,eligible,104,104,1.0,5971
CD009519,22459646,1,eligible,104,104,1.0,5971
CD009519,21587082,1,eligible,104,104,1.0,5971
CD009519,16966480,1,eligible,104,104,1.0,5971
CD009519,17462407,1,eligible,104,104,1.0,5971
CD009519,19430783,1,eligible,104,104,1.0,5971
CD009519,18651256,1,eligible,104,104,1.0,5971
CD009519,22677701,1,eligible,104,104,1.0,5971
CD009519,21185733,1,eligible,104,104,1.0,5971
CD009519,19118267,1,eligible,104,104,1.0,5971
CD009519,22100657,1,eligible,104,104,1.0,5971
CD009519,19781319,1,eligible,104,104,1.0,5971
CD009519,21971924,1,eligible,104,104,1.0,5971
CD009519,22653189,1,eligible,104,104,1.0,5971
CD009519,22358427,1,eligible,104,104,1.0,5971
CD009519,18242247,1,eligible,104,104,1.0,5971
CD009519,21066996,1,eligible,104,104,1.0,5971
CD009519,19091887,1,eligible,104,104,1.0,5971
CD009519,20124294,1,eligible,104,104,1.0,5971
CD009519,18424949,1,eligible,104,104,1.0,5971
CD009519,19995654,1,eligible,104,104,1.0,5971
CD009519,22374706,1,eligible,104,104,1.0,5971
CD009519,20702788,0,non_eligible,5867,100,58.67,5971
CD009519,22681674,0,non_eligible,5867,100,58.67,5971
CD009519,10768568,0,non_eligible,5867,100,58.67,5971
CD009519,5183821,0,non_eligible,5867,100,58.67,5971
CD009519,10550149,0,non_eligible,5867,100,58.67,5971
CD009519,22477481,0,non_eligible,5867,100,58.67,5971
CD009519,19628378,0,non_eligible,5867,100,58.67,5971
CD009519,19859858,0,non_eligible,5867,100,58.67,5971
CD009519,15500150,0,non_eligible,5867,100,58.67,5971
CD009519,19775608,0,non_eligible,5867,100,58.67,5971
CD009519,21087727,0,non_eligible,5867,100,58.67,5971
CD009519,12367807,0,non_eligible,5867,100,58.67,5971
CD009519,16963667,0,non_eligible,5867,100,58.67,5971
CD009519,21667030,0,non_eligible,5867,100,58.67,5971
CD009519,21277096,0,non_eligible,5867,100,58.67,5971
CD009519,16579344,0,non_eligible,5867,100,58.67,5971
CD009519,23219463,0,non_eligible,5867,100,58.67,5971
CD009519,15013583,0,non_eligible,5867,100,58.67,5971
CD009519,21119104,0,non_eligible,5867,100,58.67,5971
CD009519,11317024,0,non_eligible,5867,100,58.67,5971
CD009519,14197209,0,non_eligible,5867,100,58.67,5971
CD009519,15365445,0,non_eligible,5867,100,58.67,5971
CD009519,20861786,0,non_eligible,5867,100,58.67,5971
CD009519,17562248,0,non_eligible,5867,100,58.67,5971
CD009519,22800488,0,non_eligible,5867,100,58.67,5971
CD009519,19264250,0,non_eligible,5867,100,58.67,5971
CD009519,21307150,0,non_eligible,5867,100,58.67,5971
CD009519,12759654,0,non_eligible,5867,100,58.67,5971
CD009519,21384283,0,non_eligible,5867,100,58.67,5971
CD009519,17494800,0,non_eligible,5867,100,58.67,5971
CD009519,16564242,0,non_eligible,5867,100,58.67,5971
CD009519,17313032,0,non_eligible,5867,100,58.67,5971
CD009519,18299162,0,non_eligible,5867,100,58.67,5971
CD009519,15726357,0,non_eligible,5867,100,58.67,5971
CD009519,17166999,0,non_eligible,5867,100,58.67,5971
CD009519,21813742,0,non_eligible,5867,100,58.67,5971
CD009519,16615420,0,non_eligible,5867,100,58.67,5971
CD009519,16818939,0,non_eligible,5867,100,58.67,5971
CD009519,16132033,0,non_eligible,5867,100,58.67,5971
CD009519,15682847,0,non_eligible,5867,100,58.67,5971
CD009519,5832139,0,non_eligible,5867,100,58.67,5971
CD009519,10884736,0,non_eligible,5867,100,58.67,5971
CD009519,5162292,0,non_eligible,5867,100,58.67,5971
CD009519,5811011,0,non_eligible,5867,100,58.67,5971
CD009519,21224293,0,non_eligible,5867,100,58.67,5971
CD009519,19014777,0,non_eligible,5867,100,58.67,5971
CD009519,16609351,0,non_eligible,5867,100,58.67,5971
CD009519,19520905,0,non_eligible,5867,100,58.67,5971
CD009519,16493531,0,non_eligible,5867,100,58.67,5971
CD009519,15671780,0,non_eligible,5867,100,58.67,5971
CD009519,18812340,0,non_eligible,5867,100,58.67,5971
CD009519,19444550,0,non_eligible,5867,100,58.67,5971
CD009519,6063728,0,non_eligible,5867,100,58.67,5971
CD009519,12391950,0,non_eligible,5867,100,58.67,5971
CD009519,19853973,0,non_eligible,5867,100,58.67,5971
CD009519,23414826,0,non_eligible,5867,100,58.67,5971
CD009519,16361139,0,non_eligible,5867,100,58.67,5971
CD009519,21333026,0,non_eligible,5867,100,58.67,5971
CD009519,15722832,0,non_eligible,5867,100,58.67,5971
CD009519,9472651,0,non_eligible,5867,100,58.67,5971
CD009519,16934695,0,non_eligible,5867,100,58.67,5971
CD009519,12727062,0,non_eligible,5867,100,58.67,5971
CD009519,17851810,0,non_eligible,5867,100,58.67,5971
CD009519,8372297,0,non_eligible,5867,100,58.67,5971
CD009519,17497099,0,non_eligible,5867,100,58.67,5971
CD009519,22901746,0,non_eligible,5867,100,58.67,5971
CD009519,9145015,0,non_eligible,5867,100,58.67,5971
CD009519,23372867,0,non_eligible,5867,100,58.67,5971
CD009519,15647684,0,non_eligible,5867,100,58.67,5971
CD009519,5534008,0,non_eligible,5867,100,58.67,5971
CD009519,10632626,0,non_eligible,5867,100,58.67,5971
CD009519,1880564,0,non_eligible,5867,100,58.67,5971
CD009519,10359149,0,non_eligible,5867,100,58.67,5971
CD009519,10096967,0,non_eligible,5867,100,58.67,5971
CD009519,21055621,0,non_eligible,5867,100,58.67,5971
CD009519,3495385,0,non_eligible,5867,100,58.67,5971
CD009519,12508845,0,non_eligible,5867,100,58.67,5971
CD009519,16100156,0,non_eligible,5867,100,58.67,5971
CD009519,11696627,0,non_eligible,5867,100,58.67,5971
CD009519,22544428,0,non_eligible,5867,100,58.67,5971
CD009519,15729183,0,non_eligible,5867,100,58.67,5971
CD009519,21403445,0,non_eligible,5867,100,58.67,5971
CD009519,19928327,0,non_eligible,5867,100,58.67,5971
CD009519,19744635,0,non_eligible,5867,100,58.67,5971
CD009519,6773371,0,non_eligible,5867,100,58.67,5971
CD009519,17705012,0,non_eligible,5867,100,58.67,5971
CD009519,5097962,0,non_eligible,5867,100,58.67,5971
CD009519,12607954,0,non_eligible,5867,100,58.67,5971
CD009519,21163584,0,non_eligible,5867,100,58.67,5971
CD009519,3562869,0,non_eligible,5867,100,58.67,5971
CD009519,12232865,0,non_eligible,5867,100,58.67,5971
CD009519,17763686,0,non_eligible,5867,100,58.67,5971
CD009519,10478178,0,non_eligible,5867,100,58.67,5971
CD009519,17452875,0,non_eligible,5867,100,58.67,5971
CD009519,9353835,0,non_eligible,5867,100,58.67,5971
CD009519,19380172,0,non_eligible,5867,100,58.67,5971
CD009519,17682468,0,non_eligible,5867,100,58.67,5971
CD009519,16794168,0,non_eligible,5867,100,58.67,5971
CD009519,15566002,0,non_eligible,5867,100,58.67,5971
CD009519,19915840,0,non_eligible,5867,100,58.67,5971
CD009551,23725402,1,eligible,46,46,1.0,1911
CD009551,17127630,1,eligible,46,46,1.0,1911
CD009551,23360173,1,eligible,46,46,1.0,1911
CD009551,16453271,1,eligible,46,46,1.0,1911
CD009551,19571034,1,eligible,46,46,1.0,1911
CD009551,21191054,1,eligible,46,46,1.0,1911
CD009551,17426786,1,eligible,46,46,1.0,1911
CD009551,16412020,1,eligible,46,46,1.0,1911
CD009551,18845828,1,eligible,46,46,1.0,1911
CD009551,15713607,1,eligible,46,46,1.0,1911
CD009551,15184460,1,eligible,46,46,1.0,1911
CD009551,23426930,1,eligible,46,46,1.0,1911
CD009551,15668862,1,eligible,46,46,1.0,1911
CD009551,21849696,1,eligible,46,46,1.0,1911
CD009551,19109479,1,eligible,46,46,1.0,1911
CD009551,11328298,1,eligible,46,46,1.0,1911
CD009551,11462176,1,eligible,46,46,1.0,1911
CD009551,10823773,1,eligible,46,46,1.0,1911
CD009551,20818103,1,eligible,46,46,1.0,1911
CD009551,18854937,1,eligible,46,46,1.0,1911
CD009551,10565898,1,eligible,46,46,1.0,1911
CD009551,11122112,1,eligible,46,46,1.0,1911
CD009551,16208020,1,eligible,46,46,1.0,1911
CD009551,10424090,1,eligible,46,46,1.0,1911
CD009551,20367932,1,eligible,46,46,1.0,1911
CD009551,20190840,1,eligible,46,46,1.0,1911
CD009551,14766869,1,eligible,46,46,1.0,1911
CD009551,12437651,1,eligible,46,46,1.0,1911
CD009551,22808087,1,eligible,46,46,1.0,1911
CD009551,23639612,1,eligible,46,46,1.0,1911
CD009551,20392911,1,eligible,46,46,1.0,1911
CD009551,19541789,1,eligible,46,46,1.0,1911
CD009551,20374275,1,eligible,46,46,1.0,1911
CD009551,18672389,1,eligible,46,46,1.0,1911
CD009551,9636871,1,eligible,46,46,1.0,1911
CD009551,16842569,1,eligible,46,46,1.0,1911
CD009551,16175901,1,eligible,46,46,1.0,1911
CD009551,19103864,1,eligible,46,46,1.0,1911
CD009551,11588697,1,eligible,46,46,1.0,1911
CD009551,16421791,1,eligible,46,46,1.0,1911
CD009551,21227993,1,eligible,46,46,1.0,1911
CD009551,16255874,1,eligible,46,46,1.0,1911
CD009551,18643921,1,eligible,46,46,1.0,1911
CD009551,23614624,1,eligible,46,46,1.0,1911
CD009551,9930067,1,eligible,46,46,1.0,1911
CD009551,18331444,1,eligible,46,46,1.0,1911
CD009551,12508264,0,non_eligible,1865,100,18.65,1911
CD009551,16814894,0,non_eligible,1865,100,18.65,1911
CD009551,23330675,0,non_eligible,1865,100,18.65,1911
CD009551,7616678,0,non_eligible,1865,100,18.65,1911
CD009551,25384730,0,non_eligible,1865,100,18.65,1911
CD009551,21889911,0,non_eligible,1865,100,18.65,1911
CD009551,24677097,0,non_eligible,1865,100,18.65,1911
CD009551,21771406,0,non_eligible,1865,100,18.65,1911
CD009551,11929216,0,non_eligible,1865,100,18.65,1911
CD009551,12092808,0,non_eligible,1865,100,18.65,1911
CD009551,8786753,0,non_eligible,1865,100,18.65,1911
CD009551,23451071,0,non_eligible,1865,100,18.65,1911
CD009551,12777690,0,non_eligible,1865,100,18.65,1911
CD009551,12147467,0,non_eligible,1865,100,18.65,1911
CD009551,16572845,0,non_eligible,1865,100,18.65,1911
CD009551,15552643,0,non_eligible,1865,100,18.65,1911
CD009551,20392146,0,non_eligible,1865,100,18.65,1911
CD009551,24091920,0,non_eligible,1865,100,18.65,1911
CD009551,15022785,0,non_eligible,1865,100,18.65,1911
CD009551,22502959,0,non_eligible,1865,100,18.65,1911
CD009551,7592973,0,non_eligible,1865,100,18.65,1911
CD009551,11792987,0,non_eligible,1865,100,18.65,1911
CD009551,7650207,0,non_eligible,1865,100,18.65,1911
CD009551,14584610,0,non_eligible,1865,100,18.65,1911
CD009551,9084119,0,non_eligible,1865,100,18.65,1911
CD009551,8408576,0,non_eligible,1865,100,18.65,1911
CD009551,12149343,0,non_eligible,1865,100,18.65,1911
CD009551,19835761,0,non_eligible,1865,100,18.65,1911
CD009551,19416940,0,non_eligible,1865,100,18.65,1911
CD009551,21339676,0,non_eligible,1865,100,18.65,1911
CD009551,23147740,0,non_eligible,1865,100,18.65,1911
CD009551,25011914,0,non_eligible,1865,100,18.65,1911
CD009551,24037306,0,non_eligible,1865,100,18.65,1911
CD009551,18832298,0,non_eligible,1865,100,18.65,1911
CD009551,16303751,0,non_eligible,1865,100,18.65,1911
CD009551,11376086,0,non_eligible,1865,100,18.65,1911
CD009551,12424579,0,non_eligible,1865,100,18.65,1911
CD009551,9835566,0,non_eligible,1865,100,18.65,1911
CD009551,22120803,0,non_eligible,1865,100,18.65,1911
CD009551,18436593,0,non_eligible,1865,100,18.65,1911
CD009551,16650956,0,non_eligible,1865,100,18.65,1911
CD009551,16825512,0,non_eligible,1865,100,18.65,1911
CD009551,16154781,0,non_eligible,1865,100,18.65,1911
CD009551,10320571,0,non_eligible,1865,100,18.65,1911
CD009551,15297489,0,non_eligible,1865,100,18.65,1911
CD009551,11831480,0,non_eligible,1865,100,18.65,1911
CD009551,18959152,0,non_eligible,1865,100,18.65,1911
CD009551,17270725,0,non_eligible,1865,100,18.65,1911
CD009551,20347662,0,non_eligible,1865,100,18.65,1911
CD009551,11948049,0,non_eligible,1865,100,18.65,1911
CD009551,21623884,0,non_eligible,1865,100,18.65,1911
CD009551,14572378,0,non_eligible,1865,100,18.65,1911
CD009551,9817884,0,non_eligible,1865,100,18.65,1911
CD009551,17279054,0,non_eligible,1865,100,18.65,1911
CD009551,17636383,0,non_eligible,1865,100,18.65,1911
CD009551,7764853,0,non_eligible,1865,100,18.65,1911
CD009551,11476976,0,non_eligible,1865,100,18.65,1911
CD009551,24095659,0,non_eligible,1865,100,18.65,1911
CD009551,12568754,0,non_eligible,1865,100,18.65,1911
CD009551,19038469,0,non_eligible,1865,100,18.65,1911
CD009551,10467546,0,non_eligible,1865,100,18.65,1911
CD009551,17400783,0,non_eligible,1865,100,18.65,1911
CD009551,19241524,0,non_eligible,1865,100,18.65,1911
CD009551,16832727,0,non_eligible,1865,100,18.65,1911
CD009551,11213075,0,non_eligible,1865,100,18.65,1911
CD009551,19161356,0,non_eligible,1865,100,18.65,1911
CD009551,23160681,0,non_eligible,1865,100,18.65,1911
CD009551,21281234,0,non_eligible,1865,100,18.65,1911
CD009551,15345393,0,non_eligible,1865,100,18.65,1911
CD009551,21396477,0,non_eligible,1865,100,18.65,1911
CD009551,16145076,0,non_eligible,1865,100,18.65,1911
CD009551,12898356,0,non_eligible,1865,100,18.65,1911
CD009551,14750236,0,non_eligible,1865,100,18.65,1911
CD009551,21828275,0,non_eligible,1865,100,18.65,1911
CD009551,18415839,0,non_eligible,1865,100,18.65,1911
CD009551,1322861,0,non_eligible,1865,100,18.65,1911
CD009551,10052742,0,non_eligible,1865,100,18.65,1911
CD009551,10853771,0,non_eligible,1865,100,18.65,1911
CD009551,23202303,0,non_eligible,1865,100,18.65,1911
CD009551,23388129,0,non_eligible,1865,100,18.65,1911
CD009551,17987567,0,non_eligible,1865,100,18.65,1911
CD009551,17886177,0,non_eligible,1865,100,18.65,1911
CD009551,19496935,0,non_eligible,1865,100,18.65,1911
CD009551,19448638,0,non_eligible,1865,100,18.65,1911
CD009551,25043595,0,non_eligible,1865,100,18.65,1911
CD009551,24977681,0,non_eligible,1865,100,18.65,1911
CD009551,18385440,0,non_eligible,1865,100,18.65,1911
CD009551,20030960,0,non_eligible,1865,100,18.65,1911
CD009551,25344259,0,non_eligible,1865,100,18.65,1911
CD009551,22248125,0,non_eligible,1865,100,18.65,1911
CD009551,7887625,0,non_eligible,1865,100,18.65,1911
CD009551,17574786,0,non_eligible,1865,100,18.65,1911
CD009551,15845386,0,non_eligible,1865,100,18.65,1911
CD009551,19765479,0,non_eligible,1865,100,18.65,1911
CD009551,22069691,0,non_eligible,1865,100,18.65,1911
CD009551,21187926,0,non_eligible,1865,100,18.65,1911
CD009551,8576345,0,non_eligible,1865,100,18.65,1911
CD009551,16892537,0,non_eligible,1865,100,18.65,1911
CD009551,16468358,0,non_eligible,1865,100,18.65,1911
CD009551,19451239,0,non_eligible,1865,100,18.65,1911
CD009579,6842031,1,eligible,138,138,1.0,6455
CD009579,1674405,1,eligible,138,138,1.0,6455
CD009579,11280068,1,eligible,138,138,1.0,6455
CD009579,7780448,1,eligible,138,138,1.0,6455
CD009579,22118038,1,eligible,138,138,1.0,6455
CD009579,24742192,1,eligible,138,138,1.0,6455
CD009579,7112663,1,eligible,138,138,1.0,6455
CD009579,7594673,1,eligible,138,138,1.0,6455
CD009579,3133320,1,eligible,138,138,1.0,6455
CD009579,1621898,1,eligible,138,138,1.0,6455
CD009579,1621899,1,eligible,138,138,1.0,6455
CD009579,3872732,1,eligible,138,138,1.0,6455
CD009579,21540390,1,eligible,138,138,1.0,6455
CD009579,1452992,1,eligible,138,138,1.0,6455
CD009579,3099659,1,eligible,138,138,1.0,6455
CD009579,9277012,1,eligible,138,138,1.0,6455
CD009579,7844425,1,eligible,138,138,1.0,6455
CD009579,8790772,1,eligible,138,138,1.0,6455
CD009579,19426665,1,eligible,138,138,1.0,6455
CD009579,18642508,1,eligible,138,138,1.0,6455
CD009579,11551310,1,eligible,138,138,1.0,6455
CD009579,7814474,1,eligible,138,138,1.0,6455
CD009579,1969705,1,eligible,138,138,1.0,6455
CD009579,23590255,1,eligible,138,138,1.0,6455
CD009579,3149173,1,eligible,138,138,1.0,6455
CD009579,7796771,1,eligible,138,138,1.0,6455
CD009579,9840595,1,eligible,138,138,1.0,6455
CD009579,9840597,1,eligible,138,138,1.0,6455
CD009579,17368699,1,eligible,138,138,1.0,6455
CD009579,18784236,1,eligible,138,138,1.0,6455
CD009579,9196755,1,eligible,138,138,1.0,6455
CD009579,2510528,1,eligible,138,138,1.0,6455
CD009579,2859753,1,eligible,138,138,1.0,6455
CD009579,10403328,1,eligible,138,138,1.0,6455
CD009579,1980801,1,eligible,138,138,1.0,6455
CD009579,15361112,1,eligible,138,138,1.0,6455
CD009579,8698022,1,eligible,138,138,1.0,6455
CD009579,24727052,1,eligible,138,138,1.0,6455
CD009579,2505381,1,eligible,138,138,1.0,6455
CD009579,7677216,1,eligible,138,138,1.0,6455
CD009579,3142286,1,eligible,138,138,1.0,6455
CD009579,7821252,1,eligible,138,138,1.0,6455
CD009579,23469295,1,eligible,138,138,1.0,6455
CD009579,9684644,1,eligible,138,138,1.0,6455
CD009579,2492777,1,eligible,138,138,1.0,6455
CD009579,3098475,1,eligible,138,138,1.0,6455
CD009579,17298129,1,eligible,138,138,1.0,6455
CD009579,23202602,1,eligible,138,138,1.0,6455
CD009579,10882905,1,eligible,138,138,1.0,6455
CD009579,2515625,1,eligible,138,138,1.0,6455
CD009579,9692172,1,eligible,138,138,1.0,6455
CD009579,442186,1,eligible,138,138,1.0,6455
CD009579,7785523,1,eligible,138,138,1.0,6455
CD009579,18951599,1,eligible,138,138,1.0,6455
CD009579,9270735,1,eligible,138,138,1.0,6455
CD009579,21245910,1,eligible,138,138,1.0,6455
CD009579,22860148,1,eligible,138,138,1.0,6455
CD009579,1443344,1,eligible,138,138,1.0,6455
CD009579,1758012,1,eligible,138,138,1.0,6455
CD009579,9196777,1,eligible,138,138,1.0,6455
CD009579,2128984,1,eligible,138,138,1.0,6455
CD009579,10672206,1,eligible,138,138,1.0,6455
CD009579,10326107,1,eligible,138,138,1.0,6455
CD009579,1564319,1,eligible,138,138,1.0,6455
CD009579,23556011,1,eligible,138,138,1.0,6455
CD009579,18416249,1,eligible,138,138,1.0,6455
CD009579,24593687,1,eligible,138,138,1.0,6455
CD009579,10326120,1,eligible,138,138,1.0,6455
CD009579,19547872,1,eligible,138,138,1.0,6455
CD009579,7210818,1,eligible,138,138,1.0,6455
CD009579,9028412,1,eligible,138,138,1.0,6455
CD009579,6486295,1,eligible,138,138,1.0,6455
CD009579,2475060,1,eligible,138,138,1.0,6455
CD009579,9492912,1,eligible,138,138,1.0,6455
CD009579,23339198,1,eligible,138,138,1.0,6455
CD009579,24952121,1,eligible,138,138,1.0,6455
CD009579,6138974,1,eligible,138,138,1.0,6455
CD009579,6138972,1,eligible,138,138,1.0,6455
CD009579,3934451,1,eligible,138,138,1.0,6455
CD009579,10674091,1,eligible,138,138,1.0,6455
CD009579,10548300,1,eligible,138,138,1.0,6455
CD009579,9231197,1,eligible,138,138,1.0,6455
CD009579,8203296,1,eligible,138,138,1.0,6455
CD009579,8026352,1,eligible,138,138,1.0,6455
CD009579,19068147,1,eligible,138,138,1.0,6455
CD009579,484768,1,eligible,138,138,1.0,6455
CD009579,15477190,1,eligible,138,138,1.0,6455
CD009579,3872731,1,eligible,138,138,1.0,6455
CD009579,1440818,1,eligible,138,138,1.0,6455
CD009579,8096108,1,eligible,138,138,1.0,6455
CD009579,6133057,1,eligible,138,138,1.0,6455
CD009579,3151529,1,eligible,138,138,1.0,6455
CD009579,10813502,1,eligible,138,138,1.0,6455
CD009579,10813503,1,eligible,138,138,1.0,6455
CD009579,10813501,1,eligible,138,138,1.0,6455
CD009579,10813504,1,eligible,138,138,1.0,6455
CD009579,9311651,1,eligible,138,138,1.0,6455
CD009579,9749635,1,eligible,138,138,1.0,6455
CD009579,11155931,1,eligible,138,138,1.0,6455
CD009579,7154900,1,eligible,138,138,1.0,6455
CD009579,24743389,1,eligible,138,138,1.0,6455
CD009579,2545370,1,eligible,138,138,1.0,6455
CD009579,3116682,1,eligible,138,138,1.0,6455
CD009579,8619439,1,eligible,138,138,1.0,6455
CD009579,3140683,1,eligible,138,138,1.0,6455
CD009579,7872453,1,eligible,138,138,1.0,6455
CD009579,23359826,1,eligible,138,138,1.0,6455
CD009579,23716406,1,eligible,138,138,1.0,6455
CD009579,15583265,1,eligible,138,138,1.0,6455
CD009579,12002103,1,eligible,138,138,1.0,6455
CD009579,19168393,1,eligible,138,138,1.0,6455
CD009579,19818057,1,eligible,138,138,1.0,6455
CD009579,22132246,1,eligible,138,138,1.0,6455
CD009579,7570876,1,eligible,138,138,1.0,6455
CD009579,8985756,1,eligible,138,138,1.0,6455
CD009579,18817603,1,eligible,138,138,1.0,6455
CD009579,10029916,1,eligible,138,138,1.0,6455
CD009579,7570817,1,eligible,138,138,1.0,6455
CD009579,10885183,1,eligible,138,138,1.0,6455
CD009579,16386231,1,eligible,138,138,1.0,6455
CD009579,11784423,1,eligible,138,138,1.0,6455
CD009579,1571210,1,eligible,138,138,1.0,6455
CD009579,21354093,1,eligible,138,138,1.0,6455
CD009579,7458464,1,eligible,138,138,1.0,6455
CD009579,15104153,1,eligible,138,138,1.0,6455
CD009579,23236526,1,eligible,138,138,1.0,6455
CD009579,19270295,1,eligible,138,138,1.0,6455
CD009579,16153313,1,eligible,138,138,1.0,6455
CD009579,8011824,1,eligible,138,138,1.0,6455
CD009579,10463669,1,eligible,138,138,1.0,6455
CD009579,3151417,1,eligible,138,138,1.0,6455
CD009579,2121056,1,eligible,138,138,1.0,6455
CD009579,7810384,1,eligible,138,138,1.0,6455
CD009579,3087728,1,eligible,138,138,1.0,6455
CD009579,1354933,1,eligible,138,138,1.0,6455
CD009579,21692957,1,eligible,138,138,1.0,6455
CD009579,8644912,1,eligible,138,138,1.0,6455
CD009579,8757703,1,eligible,138,138,1.0,6455
CD009579,18202444,0,non_eligible,6317,100,63.17,6455
CD009579,10773705,0,non_eligible,6317,100,63.17,6455
CD009579,8685788,0,non_eligible,6317,100,63.17,6455
