topic,pmid,human,stratum,N_stratum,n_sampled,weight,pool_size,lab_openai
CD009185,1433600,0,non_eligible,1523,100,15.23,1615,0
CD009185,3319011,0,non_eligible,1523,100,15.23,1615,0
CD009185,11709139,0,non_eligible,1523,100,15.23,1615,0
CD009185,2208931,0,non_eligible,1523,100,15.23,1615,0
CD009185,5437089,0,non_eligible,1523,100,15.23,1615,0
CD009185,16865393,0,non_eligible,1523,100,15.23,1615,0
CD009185,566893,0,non_eligible,1523,100,15.23,1615,0
CD009185,17115277,0,non_eligible,1523,100,15.23,1615,0
CD009185,18924514,0,non_eligible,1523,100,15.23,1615,1
CD009185,19409661,0,non_eligible,1523,100,15.23,1615,0
CD009185,9542421,0,non_eligible,1523,100,15.23,1615,1
CD009185,3800652,0,non_eligible,1523,100,15.23,1615,1
CD009185,16356794,0,non_eligible,1523,100,15.23,1615,0
CD009185,9259528,0,non_eligible,1523,100,15.23,1615,0
CD009185,1433579,0,non_eligible,1523,100,15.23,1615,0
CD009185,2791473,0,non_eligible,1523,100,15.23,1615,0
CD009185,15846759,0,non_eligible,1523,100,15.23,1615,0
CD009185,2451065,0,non_eligible,1523,100,15.23,1615,0
CD009185,4432960,0,non_eligible,1523,100,15.23,1615,0
CD009185,7628142,0,non_eligible,1523,100,15.23,1615,1
CD009185,16308218,0,non_eligible,1523,100,15.23,1615,0
CD009372,1362250,1,eligible,25,25,1.0,2248,2
CD009372,21918851,1,eligible,25,25,1.0,2248,2
CD009372,23124634,1,eligible,25,25,1.0,2248,3
CD009372,23088945,1,eligible,25,25,1.0,2248,1
CD009372,10470817,1,eligible,25,25,1.0,2248,3
CD009372,1511219,1,eligible,25,25,1.0,2248,2
CD009372,9786614,1,eligible,25,25,1.0,2248,2
CD009372,17940299,1,eligible,25,25,1.0,2248,2
CD009372,22118795,1,eligible,25,25,1.0,2248,2
CD009372,20227278,1,eligible,25,25,1.0,2248,2
CD009372,11452855,1,eligible,25,25,1.0,2248,3
CD009372,12070447,1,eligible,25,25,1.0,2248,2
CD009372,19378710,1,eligible,25,25,1.0,2248,2
CD009372,21761271,1,eligible,25,25,1.0,2248,1
CD009372,19342546,1,eligible,25,25,1.0,2248,2
CD009372,22824687,1,eligible,25,25,1.0,2248,3
CD009372,16334846,1,eligible,25,25,1.0,2248,3
CD009372,21088241,1,eligible,25,25,1.0,2248,2
CD009372,19193746,1,eligible,25,25,1.0,2248,3
CD009372,15105978,1,eligible,25,25,1.0,2248,2
CD009372,12768254,1,eligible,25,25,1.0,2248,2
CD009372,22548929,1,eligible,25,25,1.0,2248,1
CD009372,19132425,1,eligible,25,25,1.0,2248,3
CD009372,19035712,1,eligible,25,25,1.0,2248,1
CD009372,16489468,1,eligible,25,25,1.0,2248,2
CD009372,8190927,0,non_eligible,2223,100,22.23,2248,1
CD009372,7889695,0,non_eligible,2223,100,22.23,2248,1
CD009372,23615478,0,non_eligible,2223,100,22.23,2248,0
CD009372,21511496,0,non_eligible,2223,100,22.23,2248,0
CD009372,8539440,0,non_eligible,2223,100,22.23,2248,1
CD009372,1419338,0,non_eligible,2223,100,22.23,2248,0
CD009372,22285527,0,non_eligible,2223,100,22.23,2248,0
CD009372,7120607,0,non_eligible,2223,100,22.23,2248,1
CD009372,15121233,0,non_eligible,2223,100,22.23,2248,1
CD009372,12750866,0,non_eligible,2223,100,22.23,2248,1
CD009372,17924220,0,non_eligible,2223,100,22.23,2248,0
CD009372,9194425,0,non_eligible,2223,100,22.23,2248,0
CD009372,1220643,0,non_eligible,2223,100,22.23,2248,1
CD009372,9316064,0,non_eligible,2223,100,22.23,2248,1
CD009372,22453044,0,non_eligible,2223,100,22.23,2248,0
CD009372,18975526,0,non_eligible,2223,100,22.23,2248,1
CD009372,9406201,0,non_eligible,2223,100,22.23,2248,1
CD009372,5124359,0,non_eligible,2223,100,22.23,2248,0
CD009372,19126519,0,non_eligible,2223,100,22.23,2248,1
CD009372,8650587,0,non_eligible,2223,100,22.23,2248,0
CD009372,2031790,0,non_eligible,2223,100,22.23,2248,0
CD009372,23014950,0,non_eligible,2223,100,22.23,2248,1
CD009372,4089926,0,non_eligible,2223,100,22.23,2248,0
CD009372,17920229,0,non_eligible,2223,100,22.23,2248,0
CD009372,12810006,0,non_eligible,2223,100,22.23,2248,0
CD009372,2062773,0,non_eligible,2223,100,22.23,2248,1
CD009372,7749081,0,non_eligible,2223,100,22.23,2248,1
CD009372,21748499,0,non_eligible,2223,100,22.23,2248,1
CD009372,22386063,0,non_eligible,2223,100,22.23,2248,1
CD009372,6247579,0,non_eligible,2223,100,22.23,2248,0
CD009372,2781908,0,non_eligible,2223,100,22.23,2248,0
CD009372,21546463,0,non_eligible,2223,100,22.23,2248,1
CD009372,16483279,0,non_eligible,2223,100,22.23,2248,1
CD009372,15968519,0,non_eligible,2223,100,22.23,2248,1
CD009372,15140733,0,non_eligible,2223,100,22.23,2248,0
CD009372,21125350,0,non_eligible,2223,100,22.23,2248,0
CD009372,21219787,0,non_eligible,2223,100,22.23,2248,1
CD009372,23498376,0,non_eligible,2223,100,22.23,2248,1
CD009372,21849778,0,non_eligible,2223,100,22.23,2248,0
CD009372,12500710,0,non_eligible,2223,100,22.23,2248,1
CD009519,17166998,1,eligible,104,104,1.0,5971,1
CD009519,22682667,1,eligible,104,104,1.0,5971,1
CD009519,19446975,1,eligible,104,104,1.0,5971,3
CD009519,17140957,1,eligible,104,104,1.0,5971,2
CD009519,20651192,1,eligible,104,104,1.0,5971,3
CD009519,19632852,1,eligible,104,104,1.0,5971,3
CD009519,20309686,1,eligible,104,104,1.0,5971,2
CD009519,23158997,1,eligible,104,104,1.0,5971,3
CD009519,19004519,1,eligible,104,104,1.0,5971,3
CD009519,22219418,1,eligible,104,104,1.0,5971,1
CD009519,22405953,1,eligible,104,104,1.0,5971,3
CD009519,22290887,1,eligible,104,104,1.0,5971,3
CD009519,19933240,1,eligible,104,104,1.0,5971,3
CD009519,18282357,1,eligible,104,104,1.0,5971,3
CD009519,19318322,1,eligible,104,104,1.0,5971,2
CD009519,16455636,1,eligible,104,104,1.0,5971,1
CD009519,19660381,1,eligible,104,104,1.0,5971,3
CD009519,22237120,1,eligible,104,104,1.0,5971,2
CD009519,23171752,1,eligible,104,104,1.0,5971,3
CD009519,23557204,1,eligible,104,104,1.0,5971,2
CD009519,17920724,1,eligible,104,104,1.0,5971,3
CD009519,16181842,1,eligible,104,104,1.0,5971,3
CD009519,19039263,1,eligible,104,104,1.0,5971,2
CD009519,20122515,1,eligible,104,104,1.0,5971,3
CD009519,21926377,1,eligible,104,104,1.0,5971,2
CD009519,17687098,1,eligible,104,104,1.0,5971,3
CD009519,16014441,1,eligible,104,104,1.0,5971,3
CD009519,17896365,1,eligible,104,104,1.0,5971,2
CD009519,22883546,1,eligible,104,104,1.0,5971,2
CD009519,12815135,1,eligible,104,104,1.0,5971,3
CD009519,21441257,1,eligible,104,104,1.0,5971,2
CD009519,22459646,1,eligible,104,104,1.0,5971,3
CD009519,19430783,1,eligible,104,104,1.0,5971,3
CD009519,18651256,1,eligible,104,104,1.0,5971,3
CD009519,21971924,1,eligible,104,104,1.0,5971,2
CD009519,22653189,1,eligible,104,104,1.0,5971,1
CD009519,19091887,1,eligible,104,104,1.0,5971,3
CD009519,20124294,1,eligible,104,104,1.0,5971,2
CD009519,18424949,1,eligible,104,104,1.0,5971,1
CD009519,22374706,1,eligible,104,104,1.0,5971,3
CD009519,5183821,0,non_eligible,5867,100,58.67,5971,0
CD009519,22477481,0,non_eligible,5867,100,58.67,5971,1
CD009519,19628378,0,non_eligible,5867,100,58.67,5971,1
CD009519,19859858,0,non_eligible,5867,100,58.67,5971,1
CD009519,15500150,0,non_eligible,5867,100,58.67,5971,0
CD009519,19775608,0,non_eligible,5867,100,58.67,5971,1
CD009519,21087727,0,non_eligible,5867,100,58.67,5971,3
CD009519,16963667,0,non_eligible,5867,100,58.67,5971,2
CD009519,23219463,0,non_eligible,5867,100,58.67,5971,1
CD009519,21119104,0,non_eligible,5867,100,58.67,5971,0
CD009519,11317024,0,non_eligible,5867,100,58.67,5971,1
CD009519,15365445,0,non_eligible,5867,100,58.67,5971,0
CD009519,20861786,0,non_eligible,5867,100,58.67,5971,0
CD009519,17494800,0,non_eligible,5867,100,58.67,5971,0
CD009519,17313032,0,non_eligible,5867,100,58.67,5971,0
CD009519,18299162,0,non_eligible,5867,100,58.67,5971,0
CD009519,16615420,0,non_eligible,5867,100,58.67,5971,1
CD009519,16132033,0,non_eligible,5867,100,58.67,5971,0
CD009519,15682847,0,non_eligible,5867,100,58.67,5971,1
CD009519,5832139,0,non_eligible,5867,100,58.67,5971,0
CD009519,10884736,0,non_eligible,5867,100,58.67,5971,1
CD009519,5811011,0,non_eligible,5867,100,58.67,5971,0
CD009519,21224293,0,non_eligible,5867,100,58.67,5971,1
CD009519,16609351,0,non_eligible,5867,100,58.67,5971,1
CD009519,6063728,0,non_eligible,5867,100,58.67,5971,0
CD009519,19853973,0,non_eligible,5867,100,58.67,5971,0
CD009519,23414826,0,non_eligible,5867,100,58.67,5971,0
CD009519,8372297,0,non_eligible,5867,100,58.67,5971,1
CD009519,9145015,0,non_eligible,5867,100,58.67,5971,1
CD009519,10359149,0,non_eligible,5867,100,58.67,5971,0
CD009519,3495385,0,non_eligible,5867,100,58.67,5971,0
CD009519,12508845,0,non_eligible,5867,100,58.67,5971,2
CD009519,16100156,0,non_eligible,5867,100,58.67,5971,2
CD009519,11696627,0,non_eligible,5867,100,58.67,5971,2
CD009519,17763686,0,non_eligible,5867,100,58.67,5971,0
CD009519,10478178,0,non_eligible,5867,100,58.67,5971,0
CD009519,9353835,0,non_eligible,5867,100,58.67,5971,0
CD009519,17682468,0,non_eligible,5867,100,58.67,5971,0
CD009519,16794168,0,non_eligible,5867,100,58.67,5971,0
CD009519,15566002,0,non_eligible,5867,100,58.67,5971,1
CD009551,23725402,1,eligible,46,46,1.0,1911,3
CD009551,23360173,1,eligible,46,46,1.0,1911,2
CD009551,16453271,1,eligible,46,46,1.0,1911,3
CD009551,21191054,1,eligible,46,46,1.0,1911,3
CD009551,17426786,1,eligible,46,46,1.0,1911,3
CD009551,16412020,1,eligible,46,46,1.0,1911,3
CD009551,18845828,1,eligible,46,46,1.0,1911,3
CD009551,15713607,1,eligible,46,46,1.0,1911,1
CD009551,15184460,1,eligible,46,46,1.0,1911,3
CD009551,23426930,1,eligible,46,46,1.0,1911,3
CD009551,15668862,1,eligible,46,46,1.0,1911,2
CD009551,21849696,1,eligible,46,46,1.0,1911,3
CD009551,19109479,1,eligible,46,46,1.0,1911,3
CD009551,11328298,1,eligible,46,46,1.0,1911,2
CD009551,11462176,1,eligible,46,46,1.0,1911,3
CD009551,10823773,1,eligible,46,46,1.0,1911,3
CD009551,20818103,1,eligible,46,46,1.0,1911,3
CD009551,18854937,1,eligible,46,46,1.0,1911,3
CD009551,10565898,1,eligible,46,46,1.0,1911,3
CD009551,11122112,1,eligible,46,46,1.0,1911,2
CD009551,16208020,1,eligible,46,46,1.0,1911,3
CD009551,10424090,1,eligible,46,46,1.0,1911,1
CD009551,20367932,1,eligible,46,46,1.0,1911,3
CD009551,20190840,1,eligible,46,46,1.0,1911,2
CD009551,14766869,1,eligible,46,46,1.0,1911,3
CD009551,12437651,1,eligible,46,46,1.0,1911,3
CD009551,23639612,1,eligible,46,46,1.0,1911,3
CD009551,20392911,1,eligible,46,46,1.0,1911,1
CD009551,19541789,1,eligible,46,46,1.0,1911,3
CD009551,18672389,1,eligible,46,46,1.0,1911,2
CD009551,9636871,1,eligible,46,46,1.0,1911,2
CD009551,16842569,1,eligible,46,46,1.0,1911,2
CD009551,16175901,1,eligible,46,46,1.0,1911,3
CD009551,19103864,1,eligible,46,46,1.0,1911,2
CD009551,11588697,1,eligible,46,46,1.0,1911,3
CD009551,16255874,1,eligible,46,46,1.0,1911,3
CD009551,18643921,1,eligible,46,46,1.0,1911,2
CD009551,23614624,1,eligible,46,46,1.0,1911,3
CD009551,9930067,1,eligible,46,46,1.0,1911,3
CD009551,18331444,1,eligible,46,46,1.0,1911,3
CD009551,12508264,0,non_eligible,1865,100,18.65,1911,1
CD009551,16814894,0,non_eligible,1865,100,18.65,1911,0
CD009551,21889911,0,non_eligible,1865,100,18.65,1911,1
CD009551,21771406,0,non_eligible,1865,100,18.65,1911,1
CD009551,11929216,0,non_eligible,1865,100,18.65,1911,0
CD009551,15552643,0,non_eligible,1865,100,18.65,1911,1
CD009551,15022785,0,non_eligible,1865,100,18.65,1911,1
CD009551,11792987,0,non_eligible,1865,100,18.65,1911,0
CD009551,14584610,0,non_eligible,1865,100,18.65,1911,1
CD009551,9084119,0,non_eligible,1865,100,18.65,1911,0
CD009551,19416940,0,non_eligible,1865,100,18.65,1911,0
CD009551,23147740,0,non_eligible,1865,100,18.65,1911,1
CD009551,24037306,0,non_eligible,1865,100,18.65,1911,0
CD009551,18832298,0,non_eligible,1865,100,18.65,1911,0
CD009551,16303751,0,non_eligible,1865,100,18.65,1911,0
CD009551,11376086,0,non_eligible,1865,100,18.65,1911,1
CD009551,12424579,0,non_eligible,1865,100,18.65,1911,2
CD009551,22120803,0,non_eligible,1865,100,18.65,1911,3
CD009551,10320571,0,non_eligible,1865,100,18.65,1911,0
CD009551,18959152,0,non_eligible,1865,100,18.65,1911,1
CD009551,17270725,0,non_eligible,1865,100,18.65,1911,0
CD009551,20347662,0,non_eligible,1865,100,18.65,1911,0
CD009551,17636383,0,non_eligible,1865,100,18.65,1911,0
CD009551,24095659,0,non_eligible,1865,100,18.65,1911,0
CD009551,12568754,0,non_eligible,1865,100,18.65,1911,0
CD009551,16832727,0,non_eligible,1865,100,18.65,1911,0
CD009551,21281234,0,non_eligible,1865,100,18.65,1911,2
CD009551,15345393,0,non_eligible,1865,100,18.65,1911,0
CD009551,21396477,0,non_eligible,1865,100,18.65,1911,0
CD009551,12898356,0,non_eligible,1865,100,18.65,1911,0
CD009551,10853771,0,non_eligible,1865,100,18.65,1911,0
CD009551,23388129,0,non_eligible,1865,100,18.65,1911,0
CD009551,17886177,0,non_eligible,1865,100,18.65,1911,0
CD009551,19496935,0,non_eligible,1865,100,18.65,1911,1
CD009551,25043595,0,non_eligible,1865,100,18.65,1911,0
CD009551,25344259,0,non_eligible,1865,100,18.65,1911,0
CD009551,7887625,0,non_eligible,1865,100,18.65,1911,0
CD009551,19765479,0,non_eligible,1865,100,18.65,1911,1
CD009551,16892537,0,non_eligible,1865,100,18.65,1911,1
CD009551,16468358,0,non_eligible,1865,100,18.65,1911,0
CD009579,6842031,1,eligible,138,138,1.0,6455,1
CD009579,3133320,1,eligible,138,138,1.0,6455,2
CD009579,1621899,1,eligible,138,138,1.0,6455,2
CD009579,3099659,1,eligible,138,138,1.0,6455,2
CD009579,3149173,1,eligible,138,138,1.0,6455,1
CD009579,9840595,1,eligible,138,138,1.0,6455,2
CD009579,9196755,1,eligible,138,138,1.0,6455,1
CD009579,2859753,1,eligible,138,138,1.0,6455,1
CD009579,10403328,1,eligible,138,138,1.0,6455,3
CD009579,15361112,1,eligible,138,138,1.0,6455,3
CD009579,24727052,1,eligible,138,138,1.0,6455,3
CD009579,23469295,1,eligible,138,138,1.0,6455,2
CD009579,2492777,1,eligible,138,138,1.0,6455,2
CD009579,3098475,1,eligible,138,138,1.0,6455,2
CD009579,7785523,1,eligible,138,138,1.0,6455,3
CD009579,1758012,1,eligible,138,138,1.0,6455,3
CD009579,9196777,1,eligible,138,138,1.0,6455,2
CD009579,2128984,1,eligible,138,138,1.0,6455,3
CD009579,23556011,1,eligible,138,138,1.0,6455,3
CD009579,24593687,1,eligible,138,138,1.0,6455,3
CD009579,7210818,1,eligible,138,138,1.0,6455,1
CD009579,6486295,1,eligible,138,138,1.0,6455,2
CD009579,2475060,1,eligible,138,138,1.0,6455,1
CD009579,9231197,1,eligible,138,138,1.0,6455,1
CD009579,3872731,1,eligible,138,138,1.0,6455,3
CD009579,1440818,1,eligible,138,138,1.0,6455,1
CD009579,10813502,1,eligible,138,138,1.0,6455,2
CD009579,10813503,1,eligible,138,138,1.0,6455,1
CD009579,7154900,1,eligible,138,138,1.0,6455,1
CD009579,2545370,1,eligible,138,138,1.0,6455,2
CD009579,15583265,1,eligible,138,138,1.0,6455,3
CD009579,19168393,1,eligible,138,138,1.0,6455,2
CD009579,19818057,1,eligible,138,138,1.0,6455,2
CD009579,22132246,1,eligible,138,138,1.0,6455,3
CD009579,7570817,1,eligible,138,138,1.0,6455,2
CD009579,10885183,1,eligible,138,138,1.0,6455,2
CD009579,11784423,1,eligible,138,138,1.0,6455,2
CD009579,21692957,1,eligible,138,138,1.0,6455,3
CD009579,8644912,1,eligible,138,138,1.0,6455,3
CD009579,8757703,1,eligible,138,138,1.0,6455,1
CD009579,18950598,0,non_eligible,6317,100,63.17,6455,1
CD009579,113459,0,non_eligible,6317,100,63.17,6455,1
CD009579,3151415,0,non_eligible,6317,100,63.17,6455,1
CD009579,7863851,0,non_eligible,6317,100,63.17,6455,1
CD009579,4455938,0,non_eligible,6317,100,63.17,6455,0
CD009579,10465054,0,non_eligible,6317,100,63.17,6455,1
CD009579,11773451,0,non_eligible,6317,100,63.17,6455,1
CD009579,9921363,0,non_eligible,6317,100,63.17,6455,1
CD009579,1026216,0,non_eligible,6317,100,63.17,6455,0
CD009579,9515818,0,non_eligible,6317,100,63.17,6455,0
CD009579,10403322,0,non_eligible,6317,100,63.17,6455,1
CD009579,16958018,0,non_eligible,6317,100,63.17,6455,0
CD009579,545818,0,non_eligible,6317,100,63.17,6455,1
CD009579,6159796,0,non_eligible,6317,100,63.17,6455,1
CD009579,12133617,0,non_eligible,6317,100,63.17,6455,2
CD009579,1559065,0,non_eligible,6317,100,63.17,6455,0
CD009579,19361503,0,non_eligible,6317,100,63.17,6455,1
CD009579,11393827,0,non_eligible,6317,100,63.17,6455,1
CD009579,11139716,0,non_eligible,6317,100,63.17,6455,0
CD009579,18603722,0,non_eligible,6317,100,63.17,6455,0
CD009579,3122873,0,non_eligible,6317,100,63.17,6455,1
CD009579,11935373,0,non_eligible,6317,100,63.17,6455,0
CD009579,22940100,0,non_eligible,6317,100,63.17,6455,1
CD009579,1928571,0,non_eligible,6317,100,63.17,6455,1
CD009579,11703840,0,non_eligible,6317,100,63.17,6455,1
CD009579,21788709,0,non_eligible,6317,100,63.17,6455,1
CD009579,3108179,0,non_eligible,6317,100,63.17,6455,0
CD009579,6974387,0,non_eligible,6317,100,63.17,6455,0
CD009579,3130686,0,non_eligible,6317,100,63.17,6455,0
CD009579,5625700,0,non_eligible,6317,100,63.17,6455,0
CD009579,4558675,0,non_eligible,6317,100,63.17,6455,0
CD009579,5940528,0,non_eligible,6317,100,63.17,6455,0
CD009579,7732262,0,non_eligible,6317,100,63.17,6455,2
CD009579,16160717,0,non_eligible,6317,100,63.17,6455,1
CD009579,6814925,0,non_eligible,6317,100,63.17,6455,1
CD009579,362956,0,non_eligible,6317,100,63.17,6455,1
CD009579,448786,0,non_eligible,6317,100,63.17,6455,0
CD009579,2492298,0,non_eligible,6317,100,63.17,6455,1
CD009579,7344406,0,non_eligible,6317,100,63.17,6455,1
CD009579,15105022,0,non_eligible,6317,100,63.17,6455,0
CD009647,3687569,1,eligible,56,56,1.0,2785,1
CD009647,16182639,1,eligible,56,56,1.0,2785,2
CD009647,1624737,1,eligible,56,56,1.0,2785,3
CD009647,8144825,1,eligible,56,56,1.0,2785,1
CD009647,17661379,1,eligible,56,56,1.0,2785,1
CD009647,12853804,1,eligible,56,56,1.0,2785,1
CD009647,7930331,1,eligible,56,56,1.0,2785,2
CD009647,22927754,1,eligible,56,56,1.0,2785,1
CD009647,15864399,1,eligible,56,56,1.0,2785,1
CD009647,1514457,1,eligible,56,56,1.0,2785,1
CD009647,8702212,1,eligible,56,56,1.0,2785,1
CD009647,8205020,1,eligible,56,56,1.0,2785,1
CD009647,21507048,1,eligible,56,56,1.0,2785,1
CD009647,8533994,1,eligible,56,56,1.0,2785,1
CD009647,16599016,1,eligible,56,56,1.0,2785,1
CD009647,1989407,1,eligible,56,56,1.0,2785,0
CD009647,22332693,1,eligible,56,56,1.0,2785,2
CD009647,21730928,1,eligible,56,56,1.0,2785,0
CD009647,11927295,1,eligible,56,56,1.0,2785,1
CD009647,4953659,1,eligible,56,56,1.0,2785,1
CD009647,22687791,1,eligible,56,56,1.0,2785,3
CD009647,14728653,1,eligible,56,56,1.0,2785,1
CD009647,15941885,1,eligible,56,56,1.0,2785,1
CD009647,11382792,1,eligible,56,56,1.0,2785,2
CD009647,10518250,1,eligible,56,56,1.0,2785,2
CD009647,11858345,1,eligible,56,56,1.0,2785,3
CD009647,15181427,1,eligible,56,56,1.0,2785,1
CD009647,9665674,1,eligible,56,56,1.0,2785,1
CD009647,15210289,1,eligible,56,56,1.0,2785,1
CD009647,22091575,1,eligible,56,56,1.0,2785,1
CD009647,12705111,1,eligible,56,56,1.0,2785,1
CD009647,6472364,1,eligible,56,56,1.0,2785,2
CD009647,9188290,1,eligible,56,56,1.0,2785,1
CD009647,10826233,1,eligible,56,56,1.0,2785,1
CD009647,16913989,1,eligible,56,56,1.0,2785,2
CD009647,14661820,1,eligible,56,56,1.0,2785,2
CD009647,23063989,1,eligible,56,56,1.0,2785,3
CD009647,19515476,1,eligible,56,56,1.0,2785,1
CD009647,20305328,1,eligible,56,56,1.0,2785,2
CD009647,18981042,1,eligible,56,56,1.0,2785,1
CD009647,16217942,0,non_eligible,2729,100,27.29,2785,0
CD009647,21624108,0,non_eligible,2729,100,27.29,2785,0
CD009647,8850214,0,non_eligible,2729,100,27.29,2785,0
CD009647,3818143,0,non_eligible,2729,100,27.29,2785,0
CD009647,12613932,0,non_eligible,2729,100,27.29,2785,0
CD009647,22980301,0,non_eligible,2729,100,27.29,2785,1
CD009647,17413560,0,non_eligible,2729,100,27.29,2785,0
CD009647,2420003,0,non_eligible,2729,100,27.29,2785,0
CD009647,9690731,0,non_eligible,2729,100,27.29,2785,0
CD009647,14368736,0,non_eligible,2729,100,27.29,2785,1
CD009647,21166367,0,non_eligible,2729,100,27.29,2785,0
CD009647,12173815,0,non_eligible,2729,100,27.29,2785,0
CD009647,21651656,0,non_eligible,2729,100,27.29,2785,1
CD009647,19117500,0,non_eligible,2729,100,27.29,2785,2
CD009647,7942597,0,non_eligible,2729,100,27.29,2785,1
CD009647,7400369,0,non_eligible,2729,100,27.29,2785,0
CD009647,10967919,0,non_eligible,2729,100,27.29,2785,0
CD009647,12141471,0,non_eligible,2729,100,27.29,2785,0
CD009647,14616365,0,non_eligible,2729,100,27.29,2785,0
CD009647,8960430,0,non_eligible,2729,100,27.29,2785,0
CD009647,2216006,0,non_eligible,2729,100,27.29,2785,1
CD009647,2038133,0,non_eligible,2729,100,27.29,2785,0
CD009647,19190400,0,non_eligible,2729,100,27.29,2785,1
CD009647,11079488,0,non_eligible,2729,100,27.29,2785,0
CD009647,14582043,0,non_eligible,2729,100,27.29,2785,0
CD009647,10893331,0,non_eligible,2729,100,27.29,2785,0
CD009647,21867622,0,non_eligible,2729,100,27.29,2785,0
CD009647,12631373,0,non_eligible,2729,100,27.29,2785,1
CD009647,9712558,0,non_eligible,2729,100,27.29,2785,0
CD009647,1093756,0,non_eligible,2729,100,27.29,2785,0
CD009647,5461392,0,non_eligible,2729,100,27.29,2785,0
CD009647,2312932,0,non_eligible,2729,100,27.29,2785,1
CD009647,17019079,0,non_eligible,2729,100,27.29,2785,0
CD009647,22922709,0,non_eligible,2729,100,27.29,2785,1
CD009647,2272189,0,non_eligible,2729,100,27.29,2785,0
CD009647,20509595,0,non_eligible,2729,100,27.29,2785,2
CD009647,2365960,0,non_eligible,2729,100,27.29,2785,1
CD009647,7797744,0,non_eligible,2729,100,27.29,2785,0
CD009647,8919893,0,non_eligible,2729,100,27.29,2785,0
CD009647,15931644,0,non_eligible,2729,100,27.29,2785,1
CD009786,16325244,1,eligible,10,10,1.0,2065,2
CD009786,16791447,1,eligible,10,10,1.0,2065,3
CD009786,16515565,1,eligible,10,10,1.0,2065,3
CD009786,2952542,1,eligible,10,10,1.0,2065,2
CD009786,8118352,1,eligible,10,10,1.0,2065,1
CD009786,19500391,1,eligible,10,10,1.0,2065,3
CD009786,20932362,1,eligible,10,10,1.0,2065,3
CD009786,15721418,1,eligible,10,10,1.0,2065,3
CD009786,9887245,1,eligible,10,10,1.0,2065,1
CD009786,18572226,1,eligible,10,10,1.0,2065,3
CD009786,6631839,0,non_eligible,2055,100,20.55,2065,0
CD009786,15032281,0,non_eligible,2055,100,20.55,2065,1
CD009786,20045752,0,non_eligible,2055,100,20.55,2065,0
CD009786,11828663,0,non_eligible,2055,100,20.55,2065,0
CD009786,17581760,0,non_eligible,2055,100,20.55,2065,0
CD009786,23220563,0,non_eligible,2055,100,20.55,2065,2
CD009786,21566518,0,non_eligible,2055,100,20.55,2065,0
CD009786,8059816,0,non_eligible,2055,100,20.55,2065,1
CD009786,7478032,0,non_eligible,2055,100,20.55,2065,1
CD009786,11816533,0,non_eligible,2055,100,20.55,2065,1
CD009786,6455064,0,non_eligible,2055,100,20.55,2065,2
CD009786,20409655,0,non_eligible,2055,100,20.55,2065,1
CD009786,11553899,0,non_eligible,2055,100,20.55,2065,1
CD009786,20824864,0,non_eligible,2055,100,20.55,2065,0
CD009786,11977327,0,non_eligible,2055,100,20.55,2065,1
CD009786,18447057,0,non_eligible,2055,100,20.55,2065,1
CD009786,12468334,0,non_eligible,2055,100,20.55,2065,1
CD009786,11394427,0,non_eligible,2055,100,20.55,2065,1
CD009786,10976443,0,non_eligible,2055,100,20.55,2065,0
CD009786,15617715,0,non_eligible,2055,100,20.55,2065,0
CD009786,10430190,0,non_eligible,2055,100,20.55,2065,0
CD009786,23374386,0,non_eligible,2055,100,20.55,2065,0
CD009786,2140995,0,non_eligible,2055,100,20.55,2065,1
CD009786,17848322,0,non_eligible,2055,100,20.55,2065,1
CD009786,9050607,0,non_eligible,2055,100,20.55,2065,0
CD009786,15721444,0,non_eligible,2055,100,20.55,2065,0
CD009786,9885355,0,non_eligible,2055,100,20.55,2065,0
CD009786,17267138,0,non_eligible,2055,100,20.55,2065,0
CD009786,19916886,0,non_eligible,2055,100,20.55,2065,0
CD009786,16034946,0,non_eligible,2055,100,20.55,2065,0
CD009786,7879398,0,non_eligible,2055,100,20.55,2065,1
CD009786,10459057,0,non_eligible,2055,100,20.55,2065,0
CD009786,9336750,0,non_eligible,2055,100,20.55,2065,1
CD009786,140535,0,non_eligible,2055,100,20.55,2065,1
CD009786,8513634,0,non_eligible,2055,100,20.55,2065,1
CD009786,8875037,0,non_eligible,2055,100,20.55,2065,0
CD009786,7557611,0,non_eligible,2055,100,20.55,2065,2
CD009786,9050490,0,non_eligible,2055,100,20.55,2065,0
CD009786,2149253,0,non_eligible,2055,100,20.55,2065,1
CD009786,8582588,0,non_eligible,2055,100,20.55,2065,2
CD009925,12124691,1,eligible,460,460,1.0,6531,1
CD009925,9316131,1,eligible,460,460,1.0,6531,3
CD009925,8155202,1,eligible,460,460,1.0,6531,1
CD009925,10360515,1,eligible,460,460,1.0,6531,1
CD009925,15458882,1,eligible,460,460,1.0,6531,3
CD009925,9556039,1,eligible,460,460,1.0,6531,3
CD009925,10589070,1,eligible,460,460,1.0,6531,1
CD009925,2467833,1,eligible,460,460,1.0,6531,1
CD009925,9442163,1,eligible,460,460,1.0,6531,1
CD009925,9572446,1,eligible,460,460,1.0,6531,3
CD009925,9396881,1,eligible,460,460,1.0,6531,3
CD009925,9793980,1,eligible,460,460,1.0,6531,3
CD009925,8750293,1,eligible,460,460,1.0,6531,2
CD009925,2423942,1,eligible,460,460,1.0,6531,1
